"team","opponent","date","hca","points","fga","orb","tov","fta","opp_points","opp_fga","opp_orb","opp_tov","opp_fta"
"UNC Greensboro","UNC Greensboro",2024-11-13,-1,62,58,11,3,8,62,58,11,3,8
"Utah Tech","Stonehill",2024-11-13,1,86,77,13,0,13,89,66,12,1,20
"Utah Valley","Park University Gilbert",2024-11-13,1,100,81,18,1,17,37,57,12,1,11
"Villanova","Villanova",2024-11-13,-1,61,50,9,2,21,61,50,9,2,21
"Virginia","Radford",2024-11-13,1,83,64,15,0,23,41,53,8,0,9
"Virginia Tech","UNC Asheville",2024-11-13,1,85,54,8,0,28,62,63,15,0,15
"Walla Walla","Walla Walla",2024-11-13,-1,51,62,11,2,12,51,62,11,2,12
"Western Carolina","Western Carolina",2024-11-13,-1,56,62,8,2,16,56,62,8,2,16
"Wichita State","Missouri State",2024-11-13,1,77,65,18,0,13,82,60,15,1,25
"Winthrop","Winthrop",2024-11-13,-1,69,61,16,2,27,69,61,16,2,27
"Wisconsin","Wisconsin",2024-11-13,-1,57,56,3,1,12,57,56,3,1,12
"Wyoming","Regis",2024-11-13,1,69,58,12,0,18,57,65,12,1,13
"Alabama","Alcorn State",2024-11-14,1,88,65,20,0,32,59,64,18,2,18
"Alcorn State","Alcorn State",2024-11-14,-1,59,64,18,2,18,59,64,18,2,18
"Arizona State","Grand Canyon",2024-11-14,1,59,56,10,0,20,70,60,12,1,26
"Arkansas","UT Arlington",2024-11-14,1,93,74,16,0,19,65,75,11,0,17
"Auburn","Little Rock",2024-11-14,1,82,56,12,0,21,48,46,7,1,17
"Baylor","East Texas A&M",2024-11-14,1,104,79,21,0,23,55,61,6,0,8
"Belmont","Kennesaw State",2024-11-14,1,75,61,11,0,19,47,59,12,1,16
"Binghamton","Binghamton",2024-11-14,-1,51,48,5,0,12,51,48,5,0,12
"Boise State","UC Riverside",2024-11-14,1,72,64,13,2,14,57,57,10,2,22
"Boston College","Boston College",2024-11-14,-1,70,56,6,1,27,70,56,6,1,27
"Cal Poly","Cal Poly",2024-11-14,-1,65,60,10,0,8,65,60,10,0,8
"Cal State Bakersfield","Cal State Bakersfield",2024-11-14,-1,51,72,14,1,6,51,72,14,1,6
"Cal State Fullerton","Sacramento State",2024-11-14,1,40,43,4,1,18,67,53,10,1,16
"California","California",2024-11-14,-1,86,55,7,0,15,86,55,7,0,15
"Campbell","High Point",2024-11-14,1,60,64,17,1,4,47,50,8,2,17
"Central Michigan","Central Michigan",2024-11-14,-1,62,56,9,2,16,62,56,9,2,16
"Chattanooga","Troy",2024-11-14,1,66,69,14,0,9,76,67,15,0,20
"Chowan","Chowan",2024-11-14,-1,42,66,24,1,18,42,66,24,1,18
"Coppin State","Coppin State",2024-11-14,-1,60,63,7,1,7,60,63,7,1,7
"Cornell","Binghamton",2024-11-14,1,68,56,16,0,9,51,48,5,0,12
"Creighton","Creighton",2024-11-14,-1,68,64,7,0,11,68,64,7,0,11
"Dayton","Dayton",2024-11-14,-1,49,56,10,0,8,49,56,10,0,8
"Delaware State","Ole Miss",2024-11-14,1,42,46,8,3,3,80,68,19,0,13
"Duke","Dayton",2024-11-14,1,84,68,19,0,19,49,56,10,0,8
"East Carolina","Furman",2024-11-14,1,67,70,24,1,18,51,56,16,1,10
"East Texas A&M","East Texas A&M",2024-11-14,-1,55,61,6,0,8,55,61,6,0,8
"Eastern Illinois","Eastern Illinois",2024-11-14,-1,37,62,13,4,6,37,62,13,4,6
"Eastern Kentucky","Eastern Kentucky",2024-11-14,-1,54,59,7,1,12,54,59,7,1,12
"Eastern Washington","Eastern Washington",2024-11-14,-1,59,64,13,0,10,59,64,13,0,10
"Evansville","Southeast Missouri State",2024-11-14,1,70,44,11,0,38,55,74,17,0,12
"Florida State","Samford",2024-11-14,1,101,76,13,0,20,68,65,13,0,18
"Furman","Furman",2024-11-14,-1,51,56,16,1,10,51,56,16,1,10
"Georgia","Georgia State",2024-11-14,1,60,60,17,2,16,66,58,5,0,10
"Georgia State","Georgia State",2024-11-14,-1,66,58,5,0,10,66,58,5,0,10
"Georgia Tech","West Georgia",2024-11-14,1,88,73,21,0,16,53,52,13,0,20
"Gonzaga","California",2024-11-14,1,65,50,13,0,18,86,55,7,0,15
"Grand Canyon","Grand Canyon",2024-11-14,-1,70,60,12,1,26,70,60,12,1,26
"Harvard","Boston College",2024-11-14,1,78,55,7,1,13,70,56,6,1,27
"High Point","High Point",2024-11-14,-1,47,50,8,2,17,47,50,8,2,17
"Houston","Houston",2024-11-14,-1,48,53,9,1,18,48,53,9,1,18
"IU Indianapolis","IU Indianapolis",2024-11-14,-1,64,52,7,1,27,64,52,7,1,27
"Illinois","Eastern Illinois",2024-11-14,1,84,56,14,0,25,37,62,13,4,6
"Incarnate Word","Texas Lutheran",2024-11-14,1,57,56,13,1,20,51,56,13,1,13
"Iowa State","St. Thomas-Minnesota",2024-11-14,1,80,55,6,0,16,47,65,17,2,11
"Jackson State","Jackson State",2024-11-14,-1,56,66,12,0,19,56,66,12,0,19
"Kansas","Omaha",2024-11-14,1,75,58,10,0,15,56,51,10,0,20
"Kansas State","Creighton",2024-11-14,1,86,67,10,0,12,68,64,7,0,11
"Kennesaw State","Kennesaw State",2024-11-14,-1,47,59,12,1,16,47,59,12,1,16
"Kent State","Kent State",2024-11-14,-1,51,57,10,0,11,51,57,10,0,11
"Little Rock","Little Rock",2024-11-14,-1,48,46,7,1,17,48,46,7,1,17
"Long Island University","Long Island University",2024-11-14,-1,50,57,13,3,12,50,57,13,3,12
"Manhattan","Long Island University",2024-11-14,1,73,51,6,1,15,50,57,13,3,12
"Miami (OH)","Tiffin",2024-11-14,1,84,74,13,0,13,53,46,5,3,11
"Michigan","Central Michigan",2024-11-14,1,99,70,15,1,30,62,56,9,2,16
"Michigan State","Eastern Kentucky",2024-11-14,1,96,60,13,0,33,54,59,7,1,12
"Milwaukee","Valparaiso",2024-11-14,1,90,53,9,0,37,79,60,7,1,23
"Montana","Cal Poly",2024-11-14,1,55,50,6,0,19,65,60,10,0,8
"Morgan State","Towson",2024-11-14,1,64,61,16,0,24,63,49,10,0,30
"NC State","Kent State",2024-11-14,1,79,68,12,0,7,51,57,10,0,11
"Navy","Wagner",2024-11-14,1,79,71,17,0,17,46,48,14,2,19
"Nevada","Nevada",2024-11-14,-1,80,67,18,0,27,80,67,18,0,27
"New Hampshire","New Hampshire",2024-11-14,-1,58,55,12,1,19,58,55,12,1,19
"New Mexico State","UTSA",2024-11-14,1,61,54,9,1,12,75,60,15,2,13
"Niagara","Niagara",2024-11-14,-1,45,61,10,1,13,45,61,10,1,13
"Northeastern","New Hampshire",2024-11-14,1,31,39,2,0,16,58,55,12,1,19
"Northwestern","Utah",2024-11-14,1,71,55,4,0,14,69,65,14,2,26
"Ole Miss","Ole Miss",2024-11-14,-1,80,68,19,0,13,80,68,19,0,13
"Omaha","Omaha",2024-11-14,-1,56,51,10,0,20,56,51,10,0,20
"Penn State","Niagara",2024-11-14,1,101,63,9,0,19,45,61,10,1,13
"Presbyterian","UNC Wilmington",2024-11-14,1,74,69,12,1,13,78,70,15,0,26
"Purdue","IU Indianapolis",2024-11-14,1,83,62,10,0,16,64,52,7,1,27
"Rice","Houston",2024-11-14,1,60,63,10,1,8,48,53,9,1,18
"Sacramento State","Sacramento State",2024-11-14,-1,67,53,10,1,16,67,53,10,1,16
"Saint Mary's","Saint Mary's",2024-11-14,-1,74,64,12,2,23,74,64,12,2,23
"Samford","Samford",2024-11-14,-1,68,65,13,0,18,68,65,13,0,18
"South Carolina","Coppin State",2024-11-14,1,92,66,18,0,20,60,63,7,1,7
"South Florida","Vanderbilt",2024-11-14,1,49,57,11,0,3,62,68,12,0,8
"Southeast Missouri State","Southeast Missouri State",2024-11-14,-1,55,74,17,0,12,55,74,17,0,12
"St. Thomas-Minnesota","St. Thomas-Minnesota",2024-11-14,-1,47,65,17,2,11,47,65,17,2,11
"Tennessee Tech","Jackson State",2024-11-14,1,84,62,15,1,22,56,66,12,0,19
"Texas Lutheran","Texas Lutheran",2024-11-14,-1,51,56,13,1,13,51,56,13,1,13
"Tiffin","Tiffin",2024-11-14,-1,53,46,5,3,11,53,46,5,3,11
"Towson","Towson",2024-11-14,-1,63,49,10,0,30,63,49,10,0,30
"Troy","Troy",2024-11-14,-1,76,67,15,0,20,76,67,15,0,20
"UC Riverside","UC Riverside",2024-11-14,-1,57,57,10,2,22,57,57,10,2,22
"UC San Diego","Saint Mary's",2024-11-14,1,65,54,8,2,33,74,64,12,2,23
"UC Santa Barbara","Nevada",2024-11-14,1,73,60,10,0,22,80,67,18,0,27
"UNC Wilmington","UNC Wilmington",2024-11-14,-1,78,70,15,0,26,78,70,15,0,26
"UT Arlington","UT Arlington",2024-11-14,-1,65,75,11,0,17,65,75,11,0,17
"UTSA","UTSA",2024-11-14,-1,75,60,15,2,13,75,60,15,2,13
"Utah","Utah",2024-11-14,-1,69,65,14,2,26,69,65,14,2,26
"Utah State","Cal State Bakersfield",2024-11-14,1,67,62,12,0,21,51,72,14,1,6
"Valparaiso","Valparaiso",2024-11-14,-1,79,60,7,1,23,79,60,7,1,23
"Vanderbilt","Vanderbilt",2024-11-14,-1,62,68,12,0,8,62,68,12,0,8
"Wagner","Wagner",2024-11-14,-1,46,48,14,2,19,46,48,14,2,19
"Washington","Eastern Washington",2024-11-14,1,83,63,8,0,10,59,64,13,0,10
"West Georgia","West Georgia",2024-11-14,-1,53,52,13,0,20,53,52,13,0,20
"William & Mary","Chowan",2024-11-14,1,66,68,20,1,16,42,66,24,1,18
"Air Force","Air Force",2024-11-15,-1,51,55,5,0,5,51,55,5,0,5
"Army","Air Force",2024-11-15,1,57,54,8,0,17,51,55,5,0,5
"Austin Peay","Austin Peay",2024-11-15,-1,74,54,13,1,21,74,54,13,1,21
"Bowie State","Bowie State",2024-11-15,-1,50,52,7,2,19,50,52,7,2,19
"Bryant","Bryant",2024-11-15,-1,62,49,10,1,18,62,49,10,1,18
"Canisius","Canisius",2024-11-15,-1,48,40,8,0,13,48,40,8,0,13
"Cedarville","Cedarville",2024-11-15,-1,67,42,4,2,15,67,42,4,2,15
"Central Connecticut","Central Connecticut",2024-11-15,-1,60,58,9,2,11,60,58,9,2,11
"Charlotte","Charlotte",2024-11-15,-1,59,55,14,0,23,59,55,14,0,23
"Clarion","Clarion",2024-11-15,-1,52,58,10,1,16,52,58,10,1,16
"Coastal Carolina","Union (KY)",2024-11-15,1,105,89,29,0,34,43,40,9,2,22
"Colgate","Central Connecticut",2024-11-15,1,74,63,8,0,11,60,58,9,2,11
"East Tennessee State","East Tennessee State",2024-11-15,-1,61,63,20,1,12,61,63,20,1,12
"Fordham","Saint Peter's",2024-11-15,1,64,60,15,0,19,56,44,7,2,11
"Gardner-Webb","Gardner-Webb",2024-11-15,-1,44,52,9,1,7,44,52,9,1,7
"Harris-Stowe State","Harris-Stowe State",2024-11-15,-1,61,66,13,0,16,61,66,13,0,16
"Indiana State","Austin Peay",2024-11-15,1,56,48,17,3,30,74,54,13,1,21
"Indiana-Southeast","Indiana-Southeast",2024-11-15,-1,41,49,5,2,11,41,49,5,2,11
"Iona","Iona",2024-11-15,-1,53,65,16,0,12,53,65,16,0,12
"Jacksonville State","Jacksonville State",2024-11-15,-1,72,64,15,0,7,72,64,15,0,7
"Jamestown","Jamestown",2024-11-15,-1,50,51,7,1,14,50,51,7,1,14
"LSU","Murray State",2024-11-15,1,74,64,11,0,18,60,58,7,2,17
"Lindenwood","Harris-Stowe State",2024-11-15,1,87,62,6,0,22,61,66,13,0,16
"Lipscomb","East Tennessee State",2024-11-15,1,62,55,5,0,15,61,63,20,1,12
"Long Beach State","Long Beach State",2024-11-15,-1,65,61,15,0,25,65,61,15,0,25
"Massachusetts","Monmouth",2024-11-15,1,76,63,14,0,14,53,58,12,0,13
"Mercyhurst","Mercyhurst",2024-11-15,-1,53,50,6,1,12,53,50,6,1,12
"Missouri","Missouri",2024-11-15,-1,75,59,14,0,16,75,59,14,0,16
"Monmouth","Monmouth",2024-11-15,-1,53,58,12,0,13,53,58,12,0,13
"Murray State","Murray State",2024-11-15,-1,60,58,7,2,17,60,58,7,2,17
"New Mexico","Western New Mexico",2024-11-15,1,85,72,15,0,15,56,53,6,1,5
"North Alabama","South Alabama",2024-11-15,1,71,60,14,1,21,62,62,14,0,22
"North Carolina","UConn",2024-11-15,1,58,58,11,1,15,69,65,11,1,10
"North Dakota State","Jamestown",2024-11-15,1,88,63,12,0,28,50,51,7,1,14
"Northern Kentucky","Cedarville",2024-11-15,1,81,56,9,0,22,67,42,4,2,15
"Old Dominion","Bowie State",2024-11-15,1,77,71,23,0,22,50,52,7,2,19
"Pacific","Long Beach State",2024-11-15,1,81,67,10,0,14,65,61,15,0,25
"Pennsylvania","Saint Joseph's",2024-11-15,1,57,55,7,0,10,68,61,15,0,15
"Richmond","Gardner-Webb",2024-11-15,1,92,60,8,0,12,44,52,9,1,7
"Rider","Bryant",2024-11-15,1,54,55,9,2,6,62,49,10,1,18
"Rutgers","Iona",2024-11-15,1,81,66,16,0,24,53,65,16,0,12
"SE Louisiana","Southern Miss",2024-11-15,1,68,65,12,1,20,61,56,13,0,18
"Saint Joseph's","Saint Joseph's",2024-11-15,-1,68,61,15,0,15,68,61,15,0,15
"Saint Peter's","Saint Peter's",2024-11-15,-1,56,44,7,2,11,56,44,7,2,11
"Santa Clara","Santa Clara",2024-11-15,-1,50,54,12,2,14,50,54,12,2,14
"South Alabama","South Alabama",2024-11-15,-1,62,62,14,0,22,62,62,14,0,22
"South Carolina State","Jacksonville State",2024-11-15,1,41,37,7,1,31,72,64,15,0,7
"Southern Indiana","Indiana-Southeast",2024-11-15,1,88,61,12,1,16,41,49,5,2,11
"Southern Miss","Southern Miss",2024-11-15,-1,61,56,13,0,18,61,56,13,0,18
"St. Francis (PA)","Canisius",2024-11-15,1,46,48,10,1,13,48,40,8,0,13
"Stonehill","Stonehill",2024-11-15,-1,57,51,7,2,20,57,51,7,2,20
"Stony Brook","Stony Brook",2024-11-15,-1,62,64,12,1,19,62,64,12,1,19
"Temple","Temple",2024-11-15,-1,59,68,16,2,17,59,68,16,2,17
"Tennessee State","Tennessee State",2024-11-15,-1,65,69,14,0,16,65,69,14,0,16
"Texas A&M","Texas A&M",2024-11-15,-1,62,44,5,1,16,62,44,5,1,16
"UConn","UConn",2024-11-15,-1,69,65,11,1,10,69,65,11,1,10
"UNC Asheville","Charlotte",2024-11-15,1,47,46,9,0,22,59,55,14,0,23
"UNLV","Stonehill",2024-11-15,1,93,74,15,0,17,57,51,7,2,20
"USC","Santa Clara",2024-11-15,1,81,71,14,0,15,50,54,12,2,14
"Union (KY)","Union (KY)",2024-11-15,-1,43,40,9,2,22,43,40,9,2,22
"VCU","Temple",2024-11-15,1,55,51,9,0,15,59,68,16,2,17
"West Virginia","Texas A&M",2024-11-15,1,83,57,13,0,15,62,44,5,1,16
"Western Illinois","Missouri",2024-11-15,1,55,61,11,1,20,75,59,14,0,16
"Western New Mexico","Western New Mexico",2024-11-15,-1,56,53,6,1,5,56,53,6,1,5
"Wright State","Tennessee State",2024-11-15,1,77,49,11,1,27,65,69,14,0,16
"Xavier","Mercyhurst",2024-11-15,1,68,49,6,1,22,53,50,6,1,12
"Yale","Stony Brook",2024-11-15,1,48,62,16,2,12,62,64,12,1,19
"Youngstown State","Clarion",2024-11-15,1,69,52,14,3,27,52,58,10,1,16
"Abilene Christian","North Texas",2024-11-16,1,60,69,20,3,7,71,49,8,1,22
"Akron","Cleveland State",2024-11-16,1,85,65,10,1,15,74,57,11,1,16
"App State","App State",2024-11-16,-1,55,49,12,0,15,55,49,12,0,15
"Apprentice School","Apprentice School",2024-11-16,-1,22,54,4,2,0,22,54,4,2,0
"Arizona","Arizona",2024-11-16,-1,84,66,20,1,28,84,66,20,1,28
"Arizona State","SMU",2024-11-16,1,80,63,16,1,19,73,64,13,0,21
"BYU","BYU",2024-11-16,-1,77,68,15,0,24,77,68,15,0,24
"Ball State","Ball State",2024-11-16,-1,76,59,14,0,29,76,59,14,0,29
"Bellarmine","Bellarmine",2024-11-16,-1,71,61,11,0,23,71,61,11,0,23
"Bethune-Cookman","Bethune-Cookman",2024-11-16,-1,49,62,15,1,16,49,62,15,1,16
"Boston University","Boston University",2024-11-16,-1,60,46,5,1,22,60,46,5,1,22
"Bowling Green","St. Bonaventure",2024-11-16,1,92,55,6,0,18,41,62,10,1,6
"Bryant","Bryant",2024-11-16,-1,39,55,11,2,6,39,55,11,2,6
"Bucknell","Bucknell",2024-11-16,-1,59,56,11,1,15,59,56,11,1,15
"Cal State Bakersfield","Cal State Bakersfield",2024-11-16,-1,48,62,19,1,16,48,62,19,1,16
"California Baptist","Pepperdine",2024-11-16,1,64,64,13,0,21,75,53,11,1,24
"Central Arkansas","Central Arkansas",2024-11-16,-1,87,58,7,1,11,87,58,7,1,11
"Cheyney (PA)","Cheyney (PA)",2024-11-16,-1,44,51,7,3,14,44,51,7,3,14
"Chicago State","Arizona",2024-11-16,1,48,63,12,1,16,84,66,20,1,28
"Cleveland State","Cleveland State",2024-11-16,-1,74,57,11,1,16,74,57,11,1,16
"Colorado State","Columbia College (MO)",2024-11-16,1,85,64,15,0,20,28,52,9,3,9
"Columbia","Columbia",2024-11-16,-1,67,63,14,1,19,67,63,14,1,19
"Columbia College (MO)","Columbia College (MO)",2024-11-16,-1,28,52,9,3,9,28,52,9,3,9
"Coppin State","Coppin State",2024-11-16,-1,51,52,7,1,12,51,52,7,1,12
"Dartmouth","UMass Lowell",2024-11-16,1,57,61,15,1,18,41,52,8,0,11
"Davidson","Wofford",2024-11-16,1,74,53,8,0,15,63,53,6,0,24
"Delaware State","Cheyney (PA)",2024-11-16,1,80,56,10,2,10,44,51,7,3,14
"Detroit Mercy","Bellarmine",2024-11-16,1,73,55,15,0,33,71,61,11,0,23
"Duquesne","Niagara",2024-11-16,1,100,66,12,0,23,65,56,19,0,28
"Elon","Kent State",2024-11-16,1,66,55,9,3,29,63,54,13,1,24
"Erskine","Erskine",2024-11-16,-1,44,62,13,1,19,44,62,13,1,19
"Fairfield","Fairfield",2024-11-16,-1,62,56,7,0,8,62,56,7,0,8
"Florida","Miami",2024-11-16,1,73,61,6,1,9,83,55,3,2,14
"Florida Atlantic","Bethune-Cookman",2024-11-16,1,78,60,17,1,17,49,62,15,1,16
"George Washington","George Washington",2024-11-16,-1,40,63,19,0,14,40,63,19,0,14
"Georgia Southern","Longwood",2024-11-16,1,68,55,5,0,24,64,63,9,0,20
"Grambling","Grambling",2024-11-16,-1,65,73,25,1,27,65,73,25,1,27
"Hampton","Norfolk State",2024-11-16,1,53,50,14,2,24,62,64,16,0,19
"Holy Cross","Holy Cross",2024-11-16,-1,50,52,11,2,6,50,52,11,2,6
"IU Indianapolis","Southern Illinois",2024-11-16,1,80,52,6,0,28,85,69,16,1,19
"Idaho","Idaho",2024-11-16,-1,66,61,12,0,16,66,61,12,0,16
"Idaho State","BYU",2024-11-16,1,68,53,6,0,20,77,68,15,0,24
"Kennesaw State","Erskine",2024-11-16,1,94,71,19,1,23,44,62,13,1,19
"Kent State","Kent State",2024-11-16,-1,63,54,13,1,24,63,54,13,1,24
"Kentucky","Louisville",2024-11-16,1,71,58,9,2,18,61,64,9,1,15
"Liberty","Liberty",2024-11-16,-1,93,66,8,0,19,93,66,8,0,19
"Longwood","Longwood",2024-11-16,-1,64,63,9,0,20,64,63,9,0,20
"Louisiana Tech","Louisiana Tech",2024-11-16,-1,56,55,7,0,20,56,55,7,0,20
"Louisville","Louisville",2024-11-16,-1,61,64,9,1,15,61,64,9,1,15
"Loyola Chicago","Loyola Chicago",2024-11-16,-1,57,54,15,1,31,57,54,15,1,31
"Maryland Eastern Shore","Virginia-Lynchburg",2024-11-16,1,75,57,14,0,26,32,46,3,0,7
"Merrimack","Bucknell",2024-11-16,1,62,52,9,1,15,59,56,11,1,15
"Miami","Miami",2024-11-16,-1,83,55,3,2,14,83,55,3,2,14
"Minnesota","Oregon State",2024-11-16,1,73,67,13,0,16,38,50,8,0,7
"Mississippi Valley State","Mississippi Valley State",2024-11-16,-1,66,68,11,2,7,66,68,11,2,7
"Nebraska","Nebraska",2024-11-16,-1,113,65,5,0,11,113,65,5,0,11
"New Hampshire","Boston University",2024-11-16,1,69,54,13,1,21,60,46,5,1,22
"Niagara","Niagara",2024-11-16,-1,65,56,19,0,28,65,56,19,0,28
"Norfolk State","Norfolk State",2024-11-16,-1,62,64,16,0,19,62,64,16,0,19
"North Texas","North Texas",2024-11-16,-1,71,49,8,1,22,71,49,8,1,22
"Northern Iowa","Ball State",2024-11-16,1,70,63,12,0,17,76,59,14,0,29
"Northwestern State","Northwestern State",2024-11-16,-1,56,52,10,0,13,56,52,10,0,13
"Ohio","George Washington",2024-11-16,1,52,55,10,2,22,40,63,19,0,14
"Oklahoma State","Fairfield",2024-11-16,1,64,53,7,2,15,62,56,7,0,8
"Oregon State","Oregon State",2024-11-16,-1,38,50,8,0,7,38,50,8,0,7
"Pepperdine","Pepperdine",2024-11-16,-1,75,53,11,1,24,75,53,11,1,24
"Portland State","Portland State",2024-11-16,-1,67,53,9,0,10,67,53,9,0,10
"Princeton","Princeton",2024-11-16,-1,66,61,16,0,15,66,61,16,0,15
"Quinnipiac","Princeton",2024-11-16,1,74,49,9,0,27,66,61,16,0,15
"SIU Edwardsville","Loyola Chicago",2024-11-16,1,52,50,13,2,18,57,54,15,1,31
"SMU","SMU",2024-11-16,-1,73,64,13,0,21,73,64,13,0,21
"Sacred Heart","Sacred Heart",2024-11-16,-1,49,59,6,0,4,49,59,6,0,4
"Saint Mary's","Saint Mary's",2024-11-16,-1,61,49,6,1,8,61,49,6,1,8
"San Diego State","San Francisco",2024-11-16,1,73,63,10,1,15,62,50,11,1,22
"San Francisco","San Francisco",2024-11-16,-1,62,50,11,1,22,62,50,11,1,22
"Seattle U","Portland State",2024-11-16,1,57,57,10,1,14,67,53,9,0,10
"Seton Hall","Bryant",2024-11-16,1,55,57,9,0,13,39,55,11,2,6
"South Carolina Upstate","Western Carolina",2024-11-16,1,52,56,12,0,12,80,62,11,0,17
"South Dakota","Nebraska",2024-11-16,1,70,58,2,1,17,113,65,5,0,11
"Southern Illinois","Southern Illinois",2024-11-16,-1,85,69,16,1,19,85,69,16,1,19
"Southern Utah","Idaho",2024-11-16,1,53,60,13,0,10,66,61,12,0,16
"St. Bonaventure","St. Bonaventure",2024-11-16,-1,41,62,10,1,6,41,62,10,1,6
"St. Thomas-Minnesota","St. Thomas-Minnesota",2024-11-16,-1,64,53,7,0,9,64,53,7,0,9
"Stephen F. Austin","Louisiana Tech",2024-11-16,1,70,53,6,0,21,56,55,7,0,20
"Stetson","Stetson",2024-11-16,-1,58,66,9,0,2,58,66,9,0,2
"Tarleton State","Northwestern State",2024-11-16,1,73,55,15,1,19,56,52,10,0,13
"Tennessee","Liberty",2024-11-16,1,109,83,14,1,18,93,66,8,0,19
"Texas Tech","Washington State",2024-11-16,1,56,49,10,1,24,52,49,10,1,16
"Tulane","Grambling",2024-11-16,1,89,74,16,1,29,65,73,25,1,27
"UAB","Mississippi Valley State",2024-11-16,1,92,69,14,0,17,66,68,11,2,7
"UAlbany","Sacred Heart",2024-11-16,1,61,51,7,0,11,49,59,6,0,4
"UC Irvine","Saint Mary's",2024-11-16,1,64,61,15,0,17,61,49,6,1,8
"UCF","Stetson",2024-11-16,1,89,73,16,0,17,58,66,9,0,2
"UMass Lowell","UMass Lowell",2024-11-16,-1,41,52,8,0,11,41,52,8,0,11
"UNC Greensboro","App State",2024-11-16,1,68,61,16,1,13,55,49,12,0,15
"UNC Wilmington","Apprentice School",2024-11-16,1,103,79,15,0,5,22,54,4,2,0
"UT Martin","Central Arkansas",2024-11-16,1,67,65,5,0,20,87,58,7,1,11
"UTEP","UTSA",2024-11-16,1,73,56,13,0,18,78,50,9,0,20
"UTSA","UTSA",2024-11-16,-1,78,50,9,0,20,78,50,9,0,20
"Utah Tech","Weber State",2024-11-16,1,81,55,9,1,26,78,64,19,2,17
"Utah Valley","Cal State Bakersfield",2024-11-16,1,72,53,13,0,19,48,62,19,1,16
"Vermont","Holy Cross",2024-11-16,1,67,47,10,3,14,50,52,11,2,6
"Villanova","Columbia",2024-11-16,1,68,52,7,1,11,67,63,14,1,19
"Virginia Tech","Coppin State",2024-11-16,1,86,58,9,0,16,51,52,7,1,12
"Virginia-Lynchburg","Virginia-Lynchburg",2024-11-16,-1,32,46,3,0,7,32,46,3,0,7
"Washington State","Washington State",2024-11-16,-1,52,49,10,1,16,52,49,10,1,16
"Weber State","Weber State",2024-11-16,-1,78,64,19,2,17,78,64,19,2,17
"Western Carolina","Western Carolina",2024-11-16,-1,80,62,11,0,17,80,62,11,0,17
"Wichita State","St. Thomas-Minnesota",2024-11-16,1,69,61,18,0,24,64,53,7,0,9
"Wofford","Wofford",2024-11-16,-1,63,53,6,0,24,63,53,6,0,24
"Alabama","Alabama",2024-11-17,-1,75,65,10,1,22,75,65,10,1,22
"Alcorn State","Alcorn State",2024-11-17,-1,48,54,7,1,22,48,54,7,1,22
"Arizona State","Oregon State",2024-11-17,1,79,61,10,0,17,60,60,18,1,23
"Arkansas","Arkansas",2024-11-17,-1,52,63,7,3,11,52,63,7,3,11
"Austin Peay","Austin Peay",2024-11-17,-1,52,44,7,1,14,52,44,7,1,14
"Baylor","Texas A&M-Corpus Christi",2024-11-17,1,65,66,18,0,19,42,60,15,0,12
"Belmont","Ohio State",2024-11-17,1,63,61,14,1,14,67,67,21,1,25
"Binghamton","Pittsburgh",2024-11-17,1,56,59,8,0,8,61,44,8,2,22
"Boston College","Providence",2024-11-17,1,67,61,5,0,16,60,57,14,0,21
"Bradley","Bradley",2024-11-17,-1,66,51,4,1,21,66,51,4,1,21
"Brown","Lehigh",2024-11-17,1,55,68,14,2,8,62,46,5,2,21
"Butler","Butler",2024-11-17,-1,52,47,9,2,11,52,47,9,2,11
"Central Michigan","Bradley",2024-11-17,1,57,68,15,0,14,66,51,4,1,21
"Chattanooga","Chattanooga",2024-11-17,-1,44,59,17,1,9,44,59,17,1,9
"Colorado","Southern",2024-11-17,1,65,58,14,2,11,45,52,12,0,12
"Dayton","Tennessee State",2024-11-17,1,76,60,10,0,23,58,57,10,0,26
"DePaul","Texas",2024-11-17,1,61,51,10,3,22,91,76,23,0,22
"Denver","Denver",2024-11-17,-1,55,60,12,2,11,55,60,12,2,11
"Drake","Iowa",2024-11-17,1,73,63,15,0,32,86,65,9,0,17
"Duke","Duke",2024-11-17,-1,75,63,14,0,25,75,63,14,0,25
"East Carolina","East Carolina",2024-11-17,-1,44,49,7,1,10,44,49,7,1,10
"Eastern Kentucky","Southeast Missouri State",2024-11-17,1,89,68,14,0,30,61,53,6,1,22
"Eastern Washington","Portland",2024-11-17,1,62,58,14,0,19,74,57,13,0,36
"Fairleigh Dickinson","Fairleigh Dickinson",2024-11-17,-1,58,57,15,3,11,58,57,15,3,11
"Fisk","Fisk",2024-11-17,-1,61,64,13,1,26,61,64,13,1,26
"Florida Gulf Coast","NJIT",2024-11-17,1,73,68,19,0,20,53,44,5,0,8
"Fresno State","Fresno State",2024-11-17,-1,65,49,8,1,10,65,49,8,1,10
"Gardner-Webb","Gardner-Webb",2024-11-17,-1,69,63,9,0,14,69,63,9,0,14
"George Mason","George Mason",2024-11-17,-1,69,61,22,0,28,69,61,22,0,28
"Georgia","Georgia",2024-11-17,-1,67,60,14,0,13,67,60,14,0,13
"Georgia Tech","Georgia",2024-11-17,1,83,71,15,0,14,67,60,14,0,13
"Gonzaga","Wyoming",2024-11-17,1,62,49,9,2,17,51,56,8,1,9
"Green Bay","Green Bay",2024-11-17,-1,66,57,5,1,8,66,57,5,1,8
