"team","opponent","date","hca","points","fga","orb","tov","fta","opp_points","opp_fga","opp_orb","opp_tov","opp_fta"
"Wake Forest","George Mason",2024-11-20,1,41,41,7,0,25,50,52,16,2,25
"Washington Adventist","Washington Adventist",2024-11-20,-1,45,45,7,0,17,45,45,7,0,17
"West Georgia","Florida A&M",2024-11-20,1,65,50,9,0,27,54,48,17,0,22
"Western New Mexico","Western New Mexico",2024-11-20,-1,41,46,3,0,18,41,46,3,0,18
"Winthrop","Winthrop",2024-11-20,-1,48,51,4,0,7,48,51,4,0,7
"Abilene Christian","Western Kentucky",2024-11-21,1,64,51,12,3,17,68,66,19,1,13
"Alcorn State","Alcorn State",2024-11-21,-1,48,58,18,1,16,48,58,18,1,16
"Arkansas","Oral Roberts",2024-11-21,1,73,65,12,0,22,94,70,11,0,18
"Bellarmine","Wright State",2024-11-21,1,79,68,12,0,14,71,51,9,1,19
"Belmont","Belmont",2024-11-21,-1,47,60,10,0,6,47,60,10,0,6
"Boise State","Boise State",2024-11-21,-1,59,66,15,0,13,59,66,15,0,13
"Boston University","Maine",2024-11-21,1,67,46,8,1,26,57,61,15,1,9
"Bradley","IU Indianapolis",2024-11-21,1,72,59,7,1,11,47,53,7,1,18
"Cal Lutheran","Cal Lutheran",2024-11-21,-1,60,49,5,0,27,60,49,5,0,27
"Cal State Fullerton","Cal State Fullerton",2024-11-21,-1,58,58,8,0,8,58,58,8,0,8
"Charlotte","Gardner-Webb",2024-11-21,1,83,60,15,1,25,67,57,14,1,26
"Cheyney (PA)","Cheyney (PA)",2024-11-21,-1,42,59,13,1,18,42,59,13,1,18
"Coastal Carolina","Coastal Carolina",2024-11-21,-1,68,62,7,1,11,68,62,7,1,11
"Cornell","Cornell",2024-11-21,-1,47,49,5,0,5,47,49,5,0,5
"Dayton","Providence",2024-11-21,1,65,53,12,0,20,61,52,8,2,15
"DePaul","DePaul",2024-11-21,-1,57,59,11,0,10,57,59,11,0,10
"Duke","Belmont",2024-11-21,1,79,58,14,0,12,47,60,10,0,6
"East Texas A&M","East Texas A&M",2024-11-21,-1,87,73,13,0,25,87,73,13,0,25
"Eastern Michigan","Purdue Fort Wayne",2024-11-21,1,49,49,13,0,22,94,63,8,0,10
"Gardner-Webb","Gardner-Webb",2024-11-21,-1,67,57,14,1,26,67,57,14,1,26
"Georgia","Tulsa",2024-11-21,1,60,54,15,0,19,44,52,8,1,16
"Gonzaga","Rice",2024-11-21,1,72,58,11,0,16,69,69,13,0,11
"Green Bay","DePaul",2024-11-21,1,70,54,6,0,26,57,59,11,0,10
"High Point","High Point",2024-11-21,-1,65,49,7,2,22,65,49,7,2,22
"Houston","Alcorn State",2024-11-21,1,73,54,13,1,29,48,58,18,1,16
"Houston Christian","Utah Tech",2024-11-21,1,57,57,9,0,13,51,65,9,0,13
"IU Indianapolis","IU Indianapolis",2024-11-21,-1,47,53,7,1,18,47,53,7,1,18
"Idaho State","Westminster (UT)",2024-11-21,1,64,75,15,0,14,43,51,12,2,14
"Incarnate Word","Incarnate Word",2024-11-21,-1,43,57,11,1,6,43,57,11,1,6
"Kennesaw State","Kennesaw State",2024-11-21,-1,64,58,12,0,25,64,58,12,0,25
"Louisville","Morehead State",2024-11-21,1,107,62,10,1,24,70,58,3,0,11
"Maine","Maine",2024-11-21,-1,57,61,15,1,9,57,61,15,1,9
"Marist","Marist",2024-11-21,-1,49,56,7,0,7,49,56,7,0,7
"Marshall","Marshall",2024-11-21,-1,59,57,18,0,29,59,57,18,0,29
"Maryland Eastern Shore","Cheyney (PA)",2024-11-21,1,67,52,9,0,22,42,59,13,1,18
"Monmouth","Monmouth",2024-11-21,-1,56,55,10,0,8,56,55,10,0,8
"Montana","Montana",2024-11-21,-1,71,59,10,1,16,71,59,10,1,16
"Morehead State","Morehead State",2024-11-21,-1,70,58,3,0,11,70,58,3,0,11
"NC State","Coastal Carolina",2024-11-21,1,89,72,19,0,16,68,62,7,1,11
"North Carolina A&T","Winston-Salem",2024-11-21,1,68,68,24,0,16,42,48,9,0,16
"North Carolina Central","North Carolina Central",2024-11-21,-1,54,71,13,0,8,54,71,13,0,8
"North Dakota","Montana",2024-11-21,1,59,53,8,0,20,71,59,10,1,16
"Oakland","St. Thomas-Minnesota",2024-11-21,1,62,56,6,0,17,73,53,15,0,25
"Old Dominion","VCU",2024-11-21,1,53,63,18,2,14,51,55,16,1,8
"Oral Roberts","Oral Roberts",2024-11-21,-1,94,70,11,0,18,94,70,11,0,18
"Penn State","Marshall",2024-11-21,1,74,68,21,1,19,59,57,18,0,29
"Pennsylvania","UC Irvine",2024-11-21,1,68,68,16,0,16,72,68,15,1,21
"Princeton","Princeton",2024-11-21,-1,78,47,6,1,9,78,47,6,1,9
"Providence","Providence",2024-11-21,-1,61,52,8,2,15,61,52,8,2,15
"Purdue Fort Wayne","Purdue Fort Wayne",2024-11-21,-1,94,63,8,0,10,94,63,8,0,10
"Quinnipiac","Cornell",2024-11-21,1,56,59,10,0,12,47,49,5,0,5
"Rice","Rice",2024-11-21,-1,69,69,13,0,11,69,69,13,0,11
"Richmond","William & Mary",2024-11-21,1,82,49,7,1,17,47,65,11,1,8
"Sacred Heart","Monmouth",2024-11-21,1,63,62,12,0,25,56,55,10,0,8
"San Francisco","Boise State",2024-11-21,1,57,60,16,1,11,59,66,15,0,13
"San José State","Kennesaw State",2024-11-21,1,68,55,17,0,21,64,58,12,0,25
"Seton Hall","Princeton",2024-11-21,1,75,59,9,0,16,78,47,6,1,9
"South Dakota","North Carolina Central",2024-11-21,1,61,56,5,0,23,54,71,13,0,8
"St. John's","Marist",2024-11-21,1,69,59,8,2,8,49,56,7,0,7
"St. Thomas-Minnesota","St. Thomas-Minnesota",2024-11-21,-1,73,53,15,0,25,73,53,15,0,25
"TCU","Incarnate Word",2024-11-21,1,81,58,10,0,13,43,57,11,1,6
"Texas Southern","East Texas A&M",2024-11-21,1,86,91,27,0,12,87,73,13,0,25
"Tulsa","Tulsa",2024-11-21,-1,44,52,8,1,16,44,52,8,1,16
"UC Irvine","UC Irvine",2024-11-21,-1,72,68,15,1,21,72,68,15,1,21
"UC Santa Barbara","Cal Lutheran",2024-11-21,1,96,66,16,0,20,60,49,5,0,27
"UIC","UIC",2024-11-21,-1,57,59,9,2,18,57,59,9,2,18
"Utah Tech","Utah Tech",2024-11-21,-1,51,65,9,0,13,51,65,9,0,13
"VCU","VCU",2024-11-21,-1,51,55,16,1,8,51,55,16,1,8
"Washington","Cal State Fullerton",2024-11-21,1,62,59,17,0,13,58,58,8,0,8
"Western Kentucky","Western Kentucky",2024-11-21,-1,68,66,19,1,13,68,66,19,1,13
"Westminster (UT)","Westminster (UT)",2024-11-21,-1,43,51,12,2,14,43,51,12,2,14
"William & Mary","William & Mary",2024-11-21,-1,47,65,11,1,8,47,65,11,1,8
"Winston-Salem","Winston-Salem",2024-11-21,-1,42,48,9,0,16,42,48,9,0,16
"Wisconsin","UIC",2024-11-21,1,61,53,5,0,12,57,59,9,2,18
"Wofford","High Point",2024-11-21,1,71,53,6,1,20,65,49,7,2,22
"Wright State","Wright State",2024-11-21,-1,71,51,9,1,19,71,51,9,1,19
"Air Force","UC San Diego",2024-11-22,1,67,68,13,1,21,64,50,9,2,18
"Akron","Akron",2024-11-22,-1,68,58,13,0,23,68,58,13,0,23
"Alabama A&M","Alabama A&M",2024-11-22,-1,71,58,9,0,16,71,58,9,0,16
"Alabama-Huntsville","Alabama A&M",2024-11-22,1,68,54,10,0,11,71,58,9,0,16
"Alaska Anchorage","Troy",2024-11-22,1,73,80,16,0,13,80,67,15,0,23
"Auburn","Auburn",2024-11-22,-1,59,68,18,0,13,59,68,18,0,13
"Bethesda University","Bethesda University",2024-11-22,-1,45,52,11,1,27,45,52,11,1,27
"Binghamton","Binghamton",2024-11-22,-1,65,51,11,1,20,65,51,11,1,20
"Bryant","Stonehill",2024-11-22,1,82,57,6,0,11,71,53,9,1,16
"Buffalo","Buffalo",2024-11-22,-1,62,71,21,0,20,62,71,21,0,20
"Cal State Bakersfield","San Diego State",2024-11-22,1,46,59,9,1,3,88,68,19,1,14
"Cal State Northridge","Cal State Northridge",2024-11-22,-1,73,58,10,1,23,73,58,10,1,23
"California","Auburn",2024-11-22,1,63,49,11,2,16,59,68,18,0,13
"Campbell","Campbell",2024-11-22,-1,66,61,8,1,8,66,61,8,1,8
"Canisius","Buffalo",2024-11-22,1,50,43,7,1,14,62,71,21,0,20
"Charleston Southern","Charleston Southern",2024-11-22,-1,48,60,13,2,9,48,60,13,2,9
"Christian Brothers","Christian Brothers",2024-11-22,-1,48,65,6,0,3,48,65,6,0,3
"Cincinnati","Georgetown",2024-11-22,1,59,67,17,0,21,57,43,9,2,10
"Colorado Christian","Colorado Christian",2024-11-22,-1,54,57,5,1,6,54,57,5,1,6
"Creighton","Nebraska",2024-11-22,1,80,61,4,1,9,74,60,8,1,13
"Denver","Christian Brothers",2024-11-22,1,78,48,4,0,29,48,65,6,0,3
"Eastern Washington","Eastern Washington",2024-11-22,-1,57,62,14,1,10,57,62,14,1,10
"Florida","Florida",2024-11-22,-1,74,60,13,0,26,74,60,13,0,26
"Florida State","Florida",2024-11-22,1,98,79,25,0,40,74,60,13,0,26
"Fresno State","Cal State Northridge",2024-11-22,1,90,59,12,0,29,73,58,10,1,23
"Georgetown","Georgetown",2024-11-22,-1,57,43,9,2,10,57,43,9,2,10
"Hawai'i","UL Monroe",2024-11-22,1,69,54,7,2,18,64,52,9,1,26
"Hiram","Hiram",2024-11-22,-1,41,43,7,1,8,41,43,7,1,8
"Hofstra","Hofstra",2024-11-22,-1,61,72,18,1,10,61,72,18,1,10
"Illinois","Oregon State",2024-11-22,1,85,64,5,0,12,66,66,8,0,9
"Kansas City","Lindenwood",2024-11-22,1,62,67,14,0,3,67,46,5,0,20
"Lafayette","Lafayette",2024-11-22,-1,28,45,5,3,2,28,45,5,3,2
"Lamar","Lamar",2024-11-22,-1,54,60,8,0,10,54,60,8,0,10
"Lehigh","Hofstra",2024-11-22,1,80,50,8,1,34,61,72,18,1,10
"Lindenwood","Lindenwood",2024-11-22,-1,67,46,5,0,20,67,46,5,0,20
"Little Rock","Little Rock",2024-11-22,-1,49,57,11,2,16,49,57,11,2,16
"Livingstone","Livingstone",2024-11-22,-1,41,52,11,2,19,41,52,11,2,19
"Long Beach State","Long Beach State",2024-11-22,-1,72,59,16,1,27,72,59,16,1,27
"Long Island University","Binghamton",2024-11-22,1,54,61,16,0,7,65,51,11,1,20
"Louisiana","Nicholls",2024-11-22,1,60,50,12,2,23,55,55,9,2,8
"Loyola Marymount","Loyola Marymount",2024-11-22,-1,76,55,12,0,19,76,55,12,0,19
"Mercer","Charleston Southern",2024-11-22,1,59,61,19,1,20,48,60,13,2,9
"Miami","Campbell",2024-11-22,1,71,58,10,1,15,66,61,8,1,8
"Miami (OH)","Hiram",2024-11-22,1,97,69,16,0,14,41,43,7,1,8
"Missouri","Little Rock",2024-11-22,1,78,61,14,1,16,49,57,11,2,16
"Morgan State","Morgan State",2024-11-22,-1,49,62,12,0,7,49,62,12,0,7
"Nebraska","Nebraska",2024-11-22,-1,74,60,8,1,13,74,60,8,1,13
"Nevada","Weber State",2024-11-22,1,62,57,17,1,22,66,51,10,1,23
"Nicholls","Nicholls",2024-11-22,-1,55,55,9,2,8,55,55,9,2,8
"North Dakota State","Vermont",2024-11-22,1,58,48,10,0,17,50,53,14,0,14
"Northeastern","Northeastern",2024-11-22,-1,71,62,16,1,15,71,62,16,1,15
"Oklahoma","Oklahoma",2024-11-22,-1,88,73,9,0,8,88,73,9,0,8
"Oregon State","Oregon State",2024-11-22,-1,66,66,8,0,9,66,66,8,0,9
"Prairie View A&M","Prairie View A&M",2024-11-22,-1,50,69,13,0,9,50,69,13,0,9
"Presbyterian","Western Carolina",2024-11-22,1,41,52,17,3,15,71,56,12,0,16
"Queens University","Queens University",2024-11-22,-1,65,58,9,1,17,65,58,9,1,17
"SIU Edwardsville","SIU Edwardsville",2024-11-22,-1,71,56,6,3,17,71,56,6,3,17
"SMU","Lamar",2024-11-22,1,56,58,17,0,23,54,60,8,0,10
"Saint Joseph's","Saint Joseph's",2024-11-22,-1,71,62,10,1,13,71,62,10,1,13
"Saint Mary's","Eastern Washington",2024-11-22,1,59,46,5,1,15,57,62,14,1,10
"Samford","Samford",2024-11-22,-1,59,56,7,0,8,59,56,7,0,8
"San Diego State","San Diego State",2024-11-22,-1,88,68,19,1,14,88,68,19,1,14
"South Carolina Upstate","Queens University",2024-11-22,1,58,41,7,1,29,65,58,9,1,17
"Southern Utah","Bethesda University",2024-11-22,1,86,72,22,0,24,45,52,11,1,27
"Stanford","Morgan State",2024-11-22,1,91,62,15,0,19,49,62,12,0,7
"Stephen F. Austin","Stephen F. Austin",2024-11-22,-1,79,58,11,1,10,79,58,11,1,10
"Stonehill","Stonehill",2024-11-22,-1,71,53,9,1,16,71,53,9,1,16
"Tennessee State","Akron",2024-11-22,1,72,67,16,1,14,68,58,13,0,23
"Texas State","Stephen F. Austin",2024-11-22,1,60,54,8,0,7,79,58,11,1,10
"Toledo","Long Beach State",2024-11-22,1,79,53,7,1,18,72,59,16,1,27
"Troy","Troy",2024-11-22,-1,80,67,15,0,23,80,67,15,0,23
"UC San Diego","UC San Diego",2024-11-22,-1,64,50,9,2,18,64,50,9,2,18
"UCF","SIU Edwardsville",2024-11-22,1,81,52,11,0,39,71,56,6,3,17
"UL Monroe","UL Monroe",2024-11-22,-1,64,52,9,1,26,64,52,9,1,26
"UNC Greensboro","Livingstone",2024-11-22,1,79,71,26,0,29,41,52,11,2,19
"UNLV","Oklahoma",2024-11-22,1,58,67,6,0,12,88,73,9,0,8
"Utah","Saint Joseph's",2024-11-22,1,72,67,9,1,12,71,62,10,1,13
"Utah Valley","Loyola Marymount",2024-11-22,1,68,79,30,1,19,76,55,12,0,19
"Vanderbilt","Samford",2024-11-22,1,104,83,27,0,20,59,56,7,0,8
"Vermont","Vermont",2024-11-22,-1,50,53,14,0,14,50,53,14,0,14
"Wagner","Northeastern",2024-11-22,1,56,50,13,0,26,71,62,16,1,15
"Washington","Prairie View A&M",2024-11-22,1,65,58,14,0,13,50,69,13,0,9
"Weber State","Weber State",2024-11-22,-1,66,51,10,1,23,66,51,10,1,23
"West Virginia","Lafayette",2024-11-22,1,98,58,14,0,30,28,45,5,3,2
"Western Carolina","Western Carolina",2024-11-22,-1,71,56,12,0,16,71,56,12,0,16
"Wyoming","Colorado Christian",2024-11-22,1,80,64,7,0,8,54,57,5,1,6
"Alaska Anchorage","Vermont",2024-11-23,1,68,59,18,0,27,52,45,8,2,16
"American University","La Salle",2024-11-23,1,60,53,6,0,9,69,73,20,1,17
"Arizona","Grambling",2024-11-23,1,84,57,15,1,41,60,74,16,0,18
"Arkansas-Pine Bluff","Arkansas-Pine Bluff",2024-11-23,-1,48,57,15,0,16,48,57,15,0,16
"Arlington Baptist","Arlington Baptist",2024-11-23,-1,37,64,13,1,10,37,64,13,1,10
"Army","Army",2024-11-23,-1,56,49,9,1,23,56,49,9,1,23
"BYU","Northern Colorado",2024-11-23,1,60,62,11,0,19,67,48,5,1,35
"Ball State","Ball State",2024-11-23,-1,52,51,7,1,14,52,51,7,1,14
"Baylor","Southern Miss",2024-11-23,1,101,68,18,0,13,55,55,7,0,7
"Bethesda University","Bethesda University",2024-11-23,-1,56,55,17,2,22,56,55,17,2,22
"Bob Jones","Bob Jones",2024-11-23,-1,47,44,4,1,12,47,44,4,1,12
"Boston College","Boston College",2024-11-23,-1,81,59,12,1,16,81,59,12,1,16
"Brown","Brown",2024-11-23,-1,58,61,12,0,9,58,61,12,0,9
"Bucknell","Youngstown State",2024-11-23,1,51,46,9,3,28,36,60,15,1,30
"Cal Poly","Idaho",2024-11-23,1,54,57,12,2,17,74,57,13,1,10
"California Baptist","California Baptist",2024-11-23,-1,66,63,11,0,10,66,63,11,0,10
"Cleveland State","Ohio Dominican",2024-11-23,1,94,61,10,1,26,52,69,10,0,12
"Colgate","Colgate",2024-11-23,-1,82,70,20,0,12,82,70,20,0,12
"Colorado State","Northern Arizona",2024-11-23,1,80,65,6,1,15,84,76,17,0,18
"Columbia","Columbia",2024-11-23,-1,62,68,8,0,5,62,68,8,0,5
"Cornell","Cornell",2024-11-23,-1,47,44,4,3,13,47,44,4,3,13
"Davidson","Davidson",2024-11-23,-1,55,46,4,0,14,55,46,4,0,14
"Detroit Mercy","Western Michigan",2024-11-23,1,72,47,7,1,16,63,53,7,0,17
"Drexel","Drexel",2024-11-23,-1,43,60,16,0,5,43,60,16,0,5
"East Tennessee State","Tennessee Tech",2024-11-23,1,53,48,10,1,18,48,49,10,1,9
"Eastern Illinois","Loyola Chicago",2024-11-23,1,66,47,10,4,22,60,54,6,2,10
"Eastern Kentucky","Eastern Kentucky",2024-11-23,-1,87,60,5,1,12,87,60,5,1,12
"Elon","Elon",2024-11-23,-1,69,52,7,0,30,69,52,7,0,30
"Evansville","Evansville",2024-11-23,-1,79,60,5,1,8,79,60,5,1,8
"Evergreen State","Evergreen State",2024-11-23,-1,43,67,14,1,4,43,67,14,1,4
"Fairleigh Dickinson","Saint Peter's",2024-11-23,1,67,54,11,0,9,50,63,11,0,6
"Florida Atlantic","Florida Atlantic",2024-11-23,-1,62,45,5,1,10,62,45,5,1,10
"Florida Gulf Coast","Florida Gulf Coast",2024-11-23,-1,66,51,11,1,15,66,51,11,1,15
"Florida International","Florida Atlantic",2024-11-23,1,52,64,18,1,16,62,45,5,1,10
"Fordham","Siena",2024-11-23,1,90,68,20,1,24,51,61,16,1,22
"Furman","Bob Jones",2024-11-23,1,101,89,35,0,20,47,44,4,1,12
"Gardner-Webb","Johnson C Smith",2024-11-23,1,88,68,17,1,23,67,56,16,2,27
"George Washington","Georgia Southern",2024-11-23,1,56,45,8,1,16,46,52,12,0,14
"Georgetown","Florida Gulf Coast",2024-11-23,1,57,56,8,0,8,66,51,11,1,15
"Georgia","Georgia",2024-11-23,-1,47,64,15,1,9,47,64,15,1,9
"Georgia Southern","Georgia Southern",2024-11-23,-1,46,52,12,0,14,46,52,12,0,14
"Georgia Tech","South Dakota State",2024-11-23,1,71,68,17,0,16,57,60,8,0,9
"Grambling","Grambling",2024-11-23,-1,60,74,16,0,18,60,74,16,0,18
"Harvard","Harvard",2024-11-23,-1,75,63,22,1,21,75,63,22,1,21
"Holy Cross","Boston College",2024-11-23,1,55,54,7,0,6,81,59,12,1,16
"Howard","New Hampshire",2024-11-23,1,76,55,10,1,16,55,57,16,2,20
"Idaho","Idaho",2024-11-23,-1,74,57,13,1,10,74,57,13,1,10
"Indiana","Columbia",2024-11-23,1,72,57,11,0,21,62,68,8,0,5
"Johnson C Smith","Johnson C Smith",2024-11-23,-1,67,56,16,2,27,67,56,16,2,27
"Kent State","Xavier",2024-11-23,1,89,56,6,0,17,69,66,6,0,11
"La Salle","La Salle",2024-11-23,-1,69,73,20,1,17,69,73,20,1,17
"Lipscomb","Evansville",2024-11-23,1,86,68,16,0,17,79,60,5,1,8
"Longwood","Navy",2024-11-23,1,61,59,11,1,14,75,69,21,0,15
"Louisiana Tech","SE Louisiana",2024-11-23,1,47,45,7,1,20,59,50,5,1,10
"Loyola Chicago","Loyola Chicago",2024-11-23,-1,60,54,6,2,10,60,54,6,2,10
"Loyola Maryland","UNC Asheville",2024-11-23,1,67,49,14,1,26,51,43,14,1,20
"Marshall","Tulsa",2024-11-23,1,84,64,12,1,26,80,65,15,0,25
